id	label	x	y	cluster	weight<No. of pubs>	weight<No. of cits>
3943	Journal of Education for Teaching International Research and Pedagogy	-0.6878	-0.5327	1	1275	4603
3944	Amyloid	-0.3068	0.6072	2	1274	5350
3945	Psychiatric Quarterly	-0.6396	-0.2872	1	1274	4465
3946	Equity & Excellence in Education	-0.6872	-0.5287	1	1274	3192
3947	Probability in the Engineering and Informational Sciences	0.23	-0.5843	5	1273	2357
3948	Journal of General Management	-0.5291	-0.6865	1	1273	2141
3950	Journal of Language and Social Psychology	-0.6615	-0.509	1	1272	7136
3951	Astin Bulletin	0.1351	-0.5707	5	1272	4655
3952	Neurotoxicity Research	-0.1763	0.5067	2	1272	7527
3957	Neuropsychological Rehabilitation	-0.6779	-0.2081	1	1270	9234
3959	The Journal of Microbiology	0.5011	0.5262	3	1270	4276
3960	Biomicrofluidics	0.9393	0.2324	4	1270	9241
3961	International Political Science Review	-0.5396	-0.5933	1	1270	5343
3962	Personal and Ubiquitous Computing	-0.3496	-0.6086	1	1269	5432
3965	Ethos	-0.6127	-0.4818	1	1267	5685
3968	Evaluation Review	-0.6103	-0.4473	1	1267	8759
3969	Fisheries Management and Ecology	0.5534	0.2396	3	1266	6417
3970	Journal of Health Services Research & Policy	-0.5723	-0.2124	1	1266	8408
3972	Bulletin of Earthquake Engineering	0.7748	-0.4311	5	1265	4211
3973	Journal of Economic Studies	-0.465	-0.6567	1	1262	3745
3974	50th AIAA Aerospace Sciences Meeting including the New Horizons Forum and Aerospace Exposition	0.8372	-0.4517	5	1262	1630
3975	Current Psychology	-0.6652	-0.433	1	1262	4053
3976	Science in China Series C Life Sciences	0.3635	0.5211	3	1261	2620
3977	Public Understanding of Science	-0.5815	-0.5424	1	1260	11902
3978	Physiotherapy Theory and Practice	-0.5408	0.075	2	1259	3635
3979	Teacher Education and Special Education The Journal of the Teacher Education Division of the Council for Exceptional Children	-0.7141	-0.4768	1	1258	6419
3980	Social & Legal Studies	-0.5713	-0.5304	1	1258	2760
3985	PalZ	0.6864	0.0167	3	1257	3595
3986	Cambridge Journal of Education	-0.6861	-0.5332	1	1257	7241
3987	Revista de Agaroquimica y Tecnologia de Alimentos	0.5371	0.4691	3	1256	3255
3988	46th AIAA Aerospace Sciences Meeting and Exhibit	0.8366	-0.4506	5	1255	1457
3989	BioControl	0.5556	0.3541	3	1255	7206
3992	Local Environment	-0.4965	-0.5786	1	1253	6606
3993	International Journal of Cast Metals Research	1.2603	-0.03	4	1253	2013
3994	Journal of Psychopathology and Behavioral Assessment	-0.6664	-0.3625	1	1253	9628
3997	Journal of Medical Imaging and Radiation Oncology	-0.385	0.5321	2	1252	1969
3998	Journalism	-0.5905	-0.5731	1	1252	6757
4002	Total Quality Management	-0.498	-0.7014	1	1251	8366
4003	Children s Health Care	-0.6187	-0.243	1	1250	3531
4006	Brazilian Dental Journal	-0.524	0.5549	8	1249	4225
4008	Journal of General Plant Pathology	0.571	0.3885	3	1248	3191
4010	Geografiska Annaler Series A Physical Geography	0.6475	-0.0321	3	1247	5258
4011	Journal of Mathematical Imaging and Vision	0.5729	-0.5588	5	1247	3937
4012	Soil and Sediment Contamination An International Journal	0.6529	0.2726	3	1246	2724
4013	Sexual Abuse A Journal of Research and Treatment	-0.6374	-0.401	1	1246	5511
4014	Journal of Management & Organization	-0.5516	-0.6692	1	1245	2173
4015	Expert Opinion on Drug Discovery	0.1885	0.7009	4	1245	5112
4016	Journal of Behavioral Decision Making	-0.6079	-0.5029	1	1245	8595
4017	Mechanics of Advanced Materials and Structures	0.7849	-0.4391	5	1245	2702
4019	Clinical Gerontologist	-0.6256	-0.2525	1	1245	4303
4020	Zeitschrift für Erziehungswissenschaft	-0.6769	-0.5337	1	1244	1336
4021	Developmental Neurobiology	-0.0346	0.6673	6	1244	6989
4022	Culture Medicine and Psychiatry	-0.6142	-0.365	1	1244	7431
4028	Theory and Society	-0.5588	-0.5674	1	1239	13798
4029	Pharmacy World & Science	-0.4343	0.2453	2	1239	5258
4031	International Journal of Physical Distribution & Logistics Management	-0.4915	-0.7045	1	1238	16790
4032	Social & Cultural Geography	-0.5151	-0.569	1	1238	8230
4033	The Journal for Specialists in Group Work	-0.6567	-0.4005	1	1237	3990
4035	Revista de Administração Contemporânea	-0.5108	-0.6933	1	1236	1785
4037	Educational Review	-0.6854	-0.5315	1	1235	5583
4040	Nursing Forum	-0.6091	-0.238	1	1234	2155
4041	The European Journal of Health Economics	-0.513	-0.1032	2	1234	5513
4042	Revista Brasileira de Epidemiologia	-0.5605	0.0367	2	1234	4862
4043	Management Learning	-0.5669	-0.6593	1	1234	10793
4044	European Accounting Review	-0.4701	-0.7087	1	1233	8654
4045	International Journal of Phytoremediation	0.6435	0.3055	3	1233	5051
4046	Journal of Intellectual & Developmental Disability	-0.6896	-0.3811	1	1233	5777
4047	Forests	0.5866	0.2629	3	1233	2409
4050	International Journal of Psychiatry in Clinical Practice	-0.6164	-0.1387	1	1232	1990
4055	Gender Place & Culture	-0.5272	-0.563	1	1231	8308
4059	Nursing and Health Sciences	-0.6075	-0.2327	1	1229	4432
4063	European Journal of Information Systems	-0.5053	-0.6967	1	1228	9644
4064	NPG Asia Materials	1.5352	0.132	4	1228	4919
4065	The Encyclopedia of Applied Linguistics	-0.722	-0.5198	1	1227	137
4067	49th AIAA Aerospace Sciences Meeting including the New Horizons Forum and Aerospace Exposition	0.8374	-0.4515	5	1226	1527
4068	Information Systems Management	-0.5038	-0.6978	1	1226	3992
4069	Upsala Journal of Medical Sciences	-0.3047	0.5121	2	1226	2512
4070	Journal of Nursing Scholarship	-0.6076	-0.2342	1	1226	8578
4071	Plastics Rubber and Composites	1.1958	0.115	4	1225	2394
4072	Tourism Economics	-0.5089	-0.6636	1	1225	5230
4076	Topics in Early Childhood Special Education	-0.7139	-0.4716	1	1224	8761
4079	Ecoscience	0.5768	0.2666	3	1223	9237
4081	Aquatic Sciences	0.5986	0.2119	3	1223	8023
4082	Asia-Pacific Journal of Chemical Engineering	1.065	0.1392	4	1223	1453
4083	Review of Quantitative Finance and Accounting	-0.4584	-0.7063	1	1222	4515
4084	Journal of Health and Social Behavior	-0.6183	-0.3468	1	1222	46520
4086	The Journal of Primary Prevention	-0.6384	-0.3495	1	1220	6146
4087	Perspectives on Sexual and Reproductive Health	-0.6013	-0.2813	1	1220	4784
4088	Presence Teleoperators & Virtual Environments	-0.4765	-0.5072	1	1219	8208
4089	Journal of Ophthalmology	-0.4368	0.6365	2	1218	1592
4090	Journal of Population Economics	-0.4869	-0.6284	1	1218	7857
4091	Environment Development and Sustainability	-0.3873	-0.5422	1	1217	3595
4092	The Journal of Creative Behavior	-0.6818	-0.5059	1	1217	4995
4093	European Journal of Wildlife Research	0.5288	0.2621	3	1217	4849
4094	Journal of Services Marketing	-0.5156	-0.6841	1	1217	18963
4098	Ocean Dynamics	0.688	-0.0588	3	1215	5169
4099	International Journal of Pest Management	0.557	0.3541	3	1215	3544
4100	European Journal of Preventive Cardiology	-0.3708	0.4133	2	1214	3909
4102	45th AIAA Aerospace Sciences Meeting and Exhibit	0.8366	-0.4512	5	1214	1380
4103	Cambridge Review of International Affairs	-0.5327	-0.5913	1	1214	2128
4104	The World Journal of Biological Psychiatry	-0.5759	0.0082	2	1213	6344
4106	Macroeconomic Dynamics	-0.4587	-0.6567	1	1213	2182
4107	Endocrine Pathology	-0.3339	0.6263	2	1213	3166
4109	Frontiers in Public Health	-0.5337	-0.1466	1	1213	1465
4110	British Journal of Learning Disabilities	-0.6892	-0.3807	1	1212	3650
4111	Science Advances	0.891	0.1339	4	1212	5863
4112	International Communication Gazette	-0.5906	-0.573	1	1212	4059
4113	Nursing in Critical Care	-0.6027	-0.2044	1	1211	2159
4116	History of the Human Sciences	-0.581	-0.532	1	1211	2610
4118	Mass Spectrometry Reviews	0.8256	0.4252	4	1210	16983
4119	Sociological Spectrum	-0.5957	-0.5087	1	1210	3641
4121	International Journal of Social Welfare	-0.5937	-0.4781	1	1209	4396
4122	International Journal for the Advancement of Counselling	-0.6569	-0.4018	1	1209	2116
4126	Biomaterials Science	0.3156	0.6745	4	1208	3698
4127	Journal of Industrial Economics	-0.4727	-0.6668	1	1208	10573
4128	Nature Clinical Practice Oncology	-0.2659	0.6735	2	1208	4942
4129	Journal of Reproductive and Infant Psychology	-0.6193	-0.2543	1	1208	4877
4130	Dementia	-0.6201	-0.2477	1	1208	3908
4131	GFF	0.6937	-0.006	3	1207	2345
4132	The Journal of Special Education	-0.7143	-0.4759	1	1206	13362
4133	Journal of Public Policy	-0.5376	-0.5988	1	1206	5844
4134	Coloration Technology	1.1542	0.1181	4	1205	3274
4135	Teaching in Higher Education	-0.6768	-0.5455	1	1205	7523
4136	Fetal and Pediatric Pathology	-0.3372	0.5639	2	1205	957
4137	MRS Advances	1.4448	0.0626	4	1205	118
4139	Emerging Markets Finance and Trade	-0.4569	-0.6983	1	1204	2054
4140	Disaster Medicine and Public Health Preparedness	-0.5118	-0.0623	1	1204	2237
4141	Space Weather	1.259	-0.5302	7	1203	4673
4142	Brain Topography	-0.4653	0.0353	5	1203	6601
4143	Journal of Holistic Nursing	-0.6103	-0.2389	1	1203	2998
4145	Reading Research Quarterly	-0.7121	-0.5091	1	1203	23071
4148	Journal of Brand Management	-0.5205	-0.6797	1	1202	8618
4149	Learning Disability Quarterly	-0.7152	-0.4769	1	1198	10468
4150	Sexualities	-0.6011	-0.5027	1	1198	6069
4151	BMC Biology	0.3447	0.5946	6	1198	13727
4152	The Information Society	-0.559	-0.6208	1	1198	6809
4153	Journal of Addictive Diseases	-0.6307	-0.3195	1	1197	5574
4157	Applied Vegetation Science	0.5864	0.2842	3	1196	5835
4158	Journal of Science Education and Technology	-0.6978	-0.54	1	1196	5066
4159	Real Estate Economics	-0.4482	-0.6832	1	1196	9064
4160	Journal of Medical Economics	-0.3915	0.3963	2	1196	3532
4163	Journal of Business and Psychology	-0.5725	-0.6511	1	1195	10242
4167	World Politics	-0.5346	-0.5936	1	1193	20439
4168	Journal of Ocean University of China	0.5883	0.2442	3	1193	1145
4171	International Journal of Public Health	-0.5618	-0.195	1	1191	5855
4172	Asian Journal of Organic Chemistry	1.4267	0.3725	4	1191	3109
4174	Island Arc	0.6989	-0.0141	3	1191	3514
4175	Alcoholism Treatment Quarterly	-0.6338	-0.3384	1	1190	3047
4177	Translational Psychiatry	-0.5201	0.1294	2	1190	7241
4179	Administration in Social Work	-0.6314	-0.4203	1	1189	3948
4181	Visual Cognition	-0.7492	-0.4099	1	1188	11100
4182	Physics	1.9799	-0.354	7	1187	2522
4183	Psychology of Music	-0.7347	-0.4668	1	1187	7435
4184	Educational Policy	-0.687	-0.5306	1	1187	5314
4186	Marine Geodesy	0.6923	-0.0854	3	1186	3348
4187	Computational Statistics	0.1417	-0.5404	5	1186	2401
4188	Economy and Society	-0.5424	-0.5771	1	1185	14247
4189	Early Education and Development	-0.7051	-0.4837	1	1185	6709
4190	British Journal of Management	-0.5372	-0.6809	1	1185	19257
4192	European Journal of Psychology of Education	-0.6953	-0.5122	1	1185	5015
4193	51st AIAA Aerospace Sciences Meeting including the New Horizons Forum and Aerospace Exposition	0.8369	-0.4518	5	1184	1484
4194	Methods in Ecology and Evolution	0.5403	0.2374	3	1184	13630
4196	European Journal of Women s Studies	-0.5721	-0.5523	1	1184	3296
4197	Developmental Genetics	0.135	0.6517	6	1183	4420
4198	Journal of Oncology Pharmacy Practice	-0.3153	0.5543	2	1183	1916
4199	Reviews in Medical Virology	-0.0526	0.663	2	1183	6989
4200	European Journal of Trauma and Emergency Surgery	-0.4257	0.4982	2	1183	1083
4201	Substance Abuse	-0.6311	-0.3205	1	1182	3093
4202	Neural Processing Letters	0.4786	-0.5273	5	1182	3017
4203	Stem Cells International	-0.1403	0.699	2	1182	3120
4204	Accounting and Finance	-0.469	-0.7081	1	1181	5241
4205	Journal of Aquatic Animal Health	0.4801	0.3518	3	1181	5701
4206	Journal of Child and Adolescent Psychiatric Nursing	-0.6475	-0.3246	1	1181	2146
4208	Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	-0.4234	-0.552	1	1179	2379
4214	journal for the education of the gifted	-0.704	-0.5058	1	1177	3962
4215	Experimental Aging Research	-0.6826	-0.2745	1	1177	6677
4218	Metabolomics	0.3751	0.5827	6	1177	8279
4219	Public Personnel Management	-0.5459	-0.6246	1	1177	4690
4220	Structural Control and Health Monitoring	0.7752	-0.4323	5	1177	4144
4221	Brazilian Oral Research	-0.5242	0.5544	8	1176	3305
4222	Research on Aging	-0.6144	-0.3257	1	1176	11669
4223	Composite Interfaces	1.1975	0.1137	4	1175	2956
4225	Frontiers in Cellular and Infection Microbiology	0.1371	0.7118	6	1174	4451
4226	Frontiers in Psychiatry	-0.6088	-0.0957	1	1174	3960
4227	Motivation and Emotion	-0.6695	-0.4415	1	1174	13517
4228	Journal of Bioactive and Compatible Polymers	0.4427	0.5452	4	1174	4997
4229	Sociologia Ruralis	-0.5007	-0.5735	1	1173	8115
4230	Topics in Stroke Rehabilitation	-0.5797	-0.018	2	1173	4833
4233	Leisure Studies	-0.576	-0.5573	1	1172	8404
4235	International Forum of Allergy & Rhinology	-0.4731	0.486	2	1172	3869
4236	Statistica Neerlandica	0.1397	-0.5421	5	1171	2968
4238	Journal of Theoretical and Computational Chemistry	1.4355	0.2781	4	1171	2451
4239	Phycological Research	0.6069	0.3013	3	1170	3038
4242	Journal of Mechanics in Medicine and Biology	-0.1301	0.3124	5	1170	1484
4244	Revista de Nutrição	-0.558	0.0405	2	1170	4530
4248	54th AIAA Aerospace Sciences Meeting	0.8379	-0.4518	5	1168	964
4249	Discourse Processes	-0.7211	-0.5037	1	1167	9982
4250	Environmental Health	-0.0671	0.3045	2	1167	8065
4251	Biological Agriculture & Horticulture	0.5853	0.3573	3	1167	2707
4253	Journal of Nonparametric Statistics	0.1417	-0.5416	5	1166	3153
4254	Marine Biodiversity Records	0.548	0.2725	3	1166	1013
4255	Cancer Medicine	-0.2778	0.6908	2	1166	2550
4256	Engineering Construction & Architectural Management	-0.4821	-0.6793	1	1166	3685
4257	Mathematical Methods of Operations Research	0.5104	-0.5898	5	1166	3288
4258	International Journal of High Speed Electronics and Systems	1.5188	-0.0658	4	1165	707
4259	Evaluation & the Health Professions	-0.5978	-0.2399	1	1165	6005
4260	Australian Journal of Social Issues	-0.5679	-0.5452	1	1165	1948
4262	Permafrost and Periglacial Processes	0.6471	-0.0325	3	1165	7125
4264	First Language	-0.7523	-0.4762	1	1165	4938
4268	Global Health Action	-0.5613	-0.2073	1	1163	5051
4269	Urban Affairs Review	-0.506	-0.5835	1	1163	9123
4270	Optimization Letters	0.6335	-0.5878	5	1163	2755
4272	Technology in Cancer Research & Treatment	-0.3477	0.5919	2	1162	4736
4273	Managing Service Quality	-0.5136	-0.6853	1	1162	10420
4274	Sexuality and Disability	-0.6426	-0.3606	1	1161	3386
4275	Journal of Forest Research	0.5899	0.293	3	1161	3386
4277	The Cerebellum	-0.4204	0.3107	2	1161	6930
4278	Tree Genetics & Genomes	0.5827	0.3996	3	1160	7279
4281	Environmental Science Processes & Impacts	0.6366	0.2481	3	1159	1424
4284	European Journal of Social Work	-0.6384	-0.4134	1	1159	2093
4286	Legislative Studies Quarterly	-0.5448	-0.5952	1	1159	8588
4289	Diatom Research	0.6071	0.3001	3	1158	3603
4290	Scandinavian Journal of Trauma Resuscitation and Emergency Medicine	-0.4129	0.3859	2	1158	2845
4292	Human Resource Development Quarterly	-0.5708	-0.6575	1	1157	7886
4293	BioDrugs	-0.2191	0.6621	2	1157	4519
4295	Neurotherapeutics	-0.4254	0.3936	2	1156	9072
4296	Communicative & Integrative Biology	0.2356	0.6707	6	1156	4057
4297	Critical Public Health	-0.5898	-0.3868	1	1156	4248
4301	Psychiatry Psychology and Law	-0.6378	-0.4017	1	1155	2350
4302	Cognitive Neuropsychology	-0.7453	-0.3801	1	1155	17647
4303	Nonprofit Management and Leadership	-0.5412	-0.6206	1	1155	6075
4308	Journal of Gambling Studies	-0.6339	-0.3423	1	1153	10723
4309	Familial Cancer	-0.3375	0.5989	2	1152	5037
4310	International Journal of Circumpolar Health	-0.5228	-0.11	1	1152	4292
4311	Pituitary	-0.3166	0.508	2	1152	5058
4312	Social Development	-0.6893	-0.4215	1	1151	13213
4313	Journal of Agricultural and Environmental Ethics	-0.4795	-0.5572	1	1151	3267
4314	Nutrition Journal	-0.3111	0.3422	2	1151	9591
4316	Organic Chemistry Frontiers	1.448	0.3796	4	1151	4017
4317	Clinical Reviews in Allergy & Immunology	-0.2883	0.6229	2	1151	7247
4318	Journal for the Theory of Social Behaviour	-0.6302	-0.5067	1	1151	6759
4320	Leisure Sciences	-0.5757	-0.5572	1	1150	11911
4322	Evolution & Development	0.4297	0.369	3	1150	9697
4326	Journal of Aquatic Food Product Technology	0.536	0.4685	3	1148	1848
4327	Microbial Biotechnology	0.5472	0.5242	3	1148	4775
4330	Expert Review of Medical Devices	-0.3668	0.5062	2	1147	4450
4331	The Spanish Journal of Psychology	-0.6775	-0.4296	1	1146	2906
4333	International Journal of Tourism Research	-0.5105	-0.6636	1	1146	6743
4334	The Pharmacogenomics Journal	-0.2353	0.5017	2	1144	8700
4335	The Pacific Review	-0.5314	-0.5915	1	1144	3602
4338	Journal of Gender Studies	-0.5972	-0.526	1	1144	2060
4340	Computer Aided Surgery	-0.3945	0.5036	2	1143	2950
4342	European Journal of Special Needs Education	-0.7069	-0.4783	1	1143	4316
4343	Journal of Knowledge Management	-0.5157	-0.701	1	1143	14705
4344	Nucleus	0.129	0.8675	6	1142	2436
4345	Rural Sociology	-0.5083	-0.5653	1	1142	8103
4346	Environmental Education Research	-0.6441	-0.5545	1	1142	10320
4347	DNA Sequence	0.4321	0.5552	3	1142	2036
4350	Toxicology Mechanisms and Methods	-0.0264	0.5107	2	1142	2858
4352	Communication Research Reports	-0.6157	-0.5597	1	1141	5066
4354	Qualitative Sociology	-0.5944	-0.5234	1	1141	7931
4356	Reaction Kinetics Mechanisms and Catalysis	1.2831	0.234	4	1138	1904
4358	Flow Turbulence and Combustion	0.8408	-0.4485	5	1138	5329
4361	Journal of Occupational Rehabilitation	-0.5903	-0.1849	1	1137	8290
4362	Quest	-0.6764	-0.5136	1	1137	7407
4363	Neural Plasticity	-0.4079	0.2619	2	1137	3962
4367	Archives of Women s Mental Health	-0.6166	-0.2207	1	1134	7301
4370	Alcheringa An Australasian Journal of Palaeontology	0.686	0.0167	3	1132	3763
4372	European Journal of Teacher Education	-0.6881	-0.5327	1	1132	2894
4373	The Chemical Record	1.3798	0.3393	4	1132	6764
4374	Journal of Substance Use	-0.63	-0.3247	1	1132	2068
4375	Counseling and Values	-0.6564	-0.4011	1	1131	3344
4379	Social Psychology Quarterly	-0.6092	-0.5137	1	1130	21480
4381	ATMOSPHERE-OCEAN	0.6751	-0.0674	3	1130	7536
4383	Scandinavian Journal of Statistics	0.1417	-0.5411	5	1129	5212
4387	Creativity and Innovation Management	-0.518	-0.6955	1	1127	4477
4388	Mathematics and Mechanics of Solids	0.7836	-0.4434	5	1127	2762
4389	Fisheries Oceanography	0.5543	0.2423	3	1126	6896
4392	International Journal of Structural Stability and Dynamics	0.7787	-0.4357	5	1126	2180
4393	Econometric Reviews	-0.3984	-0.6652	1	1125	6013
4398	Discourse Studies	-0.7159	-0.5179	1	1124	4108
4400	CNS Neuroscience & Therapeutics	-0.38	0.369	2	1123	5482
4401	Adult Education Quarterly	-0.6748	-0.5425	1	1122	6457
4404	City	-0.5055	-0.5793	1	1121	4942
4405	Clinical Case Reports	-0.3481	0.5371	2	1121	293
4407	BMC Pulmonary Medicine	-0.3457	0.4349	2	1121	4326
4408	International Journal of Immunogenetics	-0.2157	0.7144	2	1121	2736
4410	Encyclopedia of Analytical Chemistry	0.8855	0.3368	4	1121	188
4413	Autonomous Robots	0.6454	-0.5116	5	1120	5933
4415	Ophthalmic Genetics	-0.434	0.6361	2	1119	2336
4417	Journal of Cosmetic Dermatology	-0.2761	0.5988	2	1119	2615
4419	European Journal of Development Research	-0.5114	-0.5951	1	1118	3139
4420	International Journal of Mental Health Nursing	-0.6323	-0.2756	1	1118	6484
4421	Journal of Human Behavior in the Social Environment	-0.6386	-0.4073	1	1117	2604
4422	Global Public Health	-0.5698	-0.2505	1	1117	3231
4423	Molecular Oncology	-0.1933	0.7696	2	1117	7769
4424	Journal of Plant Biology	0.5935	0.4209	3	1117	2863
4425	Eating Disorders	-0.6524	-0.2901	1	1116	4716
4432	Irrigation Science	0.5913	0.3607	3	1114	4536
4434	Transboundary and Emerging Diseases	0.2123	0.5216	3	1114	3698
4438	Geometric and Functional Analysis	0.6723	-0.6087	5	1113	5738
4439	55th AIAA Aerospace Sciences Meeting	0.8379	-0.4516	5	1113	252
