id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
1668	polyanion	-0.9598	0.2638	4	121	178	11	2003.3636
1669	polyclonal antibody	-0.6618	0.5304	4	312	574	39	1995.5897
1670	polymer	-0.8571	0.3255	4	307	565	44	2001.6818
1671	polymerization	-0.9146	0.2329	4	441	971	65	2003.3692
1672	polymorphism	0.7648	0.4879	2	666	2088	156	2006.9167
1673	polypeptide	-0.8142	0.5149	4	417	923	55	1998.6545
1674	polyphenol	-0.5304	-0.4186	1	177	213	20	2012.2
1675	positive association	1.0403	0.189	2	205	287	13	2011.5385
1676	positive cell	-0.3616	-0.0057	1	210	290	25	2007.48
1677	positive correlation	0.8872	0.0382	2	409	790	50	2008.06
1678	positive effect	-0.1426	-0.4866	1	121	149	13	2012.3077
1679	positive inclusion	0.2242	0.4898	3	241	375	24	2008.125
1680	positive neurofibrillary tangle	-0.219	0.4764	3	167	228	17	2003.8824
1681	positive neuron	-0.304	0.3117	3	327	532	43	2003
1682	positive predictive value	1.3659	-0.2262	2	191	338	13	2007.0769
1683	positive result	0.2327	-0.2654	1	176	233	13	2009
1684	positivity	0.5964	0.2154	3	379	641	35	2006.8
1685	positron emission tomography	0.9456	0.0476	2	745	2820	138	2010.6957
1686	possession	1.0153	0.3578	2	142	197	12	2003.0833
1687	possible biomarker	0.9801	-0.1024	2	118	151	10	2010.4
1688	possible implication	-0.6001	-0.1457	1	159	189	16	2007.9375
1689	post translational modification	-0.8143	0.1341	4	493	930	74	2008.5541
1690	posterior cingulate	1.057	0.161	2	261	474	21	2011.6667
1691	posterior cingulate gyrus	1.0729	0.1834	2	125	168	10	2011.3
1692	posterior cortical atrophy	0.8166	0.2996	3	159	261	15	2012.2
1693	postmortem examination	0.3941	0.3382	3	174	209	14	2007.7857
1694	postmortem study	0.724	0.132	2	152	188	12	2007.8333
1695	posttranslational modification	-0.8251	0.1863	4	297	503	40	2006.25
1696	potent inhibitor	-0.881	-0.2872	1	140	183	15	2008.5333
1697	potential association	0.0813	-0.5923	1	144	173	11	2013.6364
1698	potential benefit	-0.3328	-0.5201	1	119	140	10	2009.8
1699	potential biomarker	0.9753	-0.3267	2	262	482	32	2010.375
1700	potential disease	0.0202	-0.4158	1	152	181	13	2009.3077
1701	potential marker	1.2454	0.2245	2	110	151	11	2005.4545
1702	potential therapeutic agent	-0.7216	-0.2225	1	151	185	16	2010.875
1703	potential therapeutic approach	-0.3596	-0.4997	1	101	123	12	2011.5833
1704	potential therapeutic strategy	-0.4327	-0.2212	1	86	92	11	2011.4545
1705	potential therapeutic target	-0.6552	-0.2941	1	231	322	32	2011.5312
1706	potential treatment	-0.2886	-0.3893	1	212	262	27	2010.1481
1707	potential use	-0.3995	-0.5607	1	200	263	19	2010.6316
1708	potential usefulness	1.0095	-0.1158	2	173	228	12	2009.3333
1709	power	1.2815	-0.0554	2	518	1360	66	2010.0303
1710	powerful tool	0.7554	-0.2122	2	105	131	11	2012.1818
1711	pp 2a	-1.1274	-0.0887	4	239	536	27	2004.2222
1712	pp1	-1.0281	-0.1771	4	158	242	15	2008.2
1713	pp2a	-0.9892	-0.2471	1	514	1507	94	2009.3191
1714	pp2a activity	-0.996	-0.2647	1	264	581	36	2009.5833
1715	pp2ac	-0.9432	-0.2885	1	121	223	13	2011.6923
1716	pp2b	-1.0862	-0.1358	4	134	222	13	2004.6923
1717	ppa	0.5589	0.5005	3	147	233	14	2008.8571
1718	preclinical ad	1.1719	-0.0226	2	307	681	35	2011.9143
1719	preclinical alzheimer	1.0147	-0.0545	2	225	331	20	2010.25
1720	preclinical alzheimer disease	1.3106	0.0621	2	189	282	12	2013.0833
1721	preclinical model	-0.2967	-0.222	1	86	90	11	2013.6364
1722	preclinical phase	1.0545	-0.0702	2	245	385	22	2009.7727
1723	preclinical stage	0.9763	-0.1225	2	401	820	41	2011.6585
1724	preclinical study	-0.1373	-0.3597	1	237	322	29	2011.9655
1725	precuneus	1.1361	0.1346	2	289	503	21	2012.7619
1726	prediction	1.2286	-0.2057	2	577	1893	95	2010.0947
1727	predictive value	1.3127	-0.1565	2	342	730	34	2010.5
1728	predictor	1.302	-0.0689	2	643	2205	105	2009.9238
1729	predominance	0.004	0.5898	3	183	252	17	2006.5882
1730	preparation	-0.8081	0.4072	4	587	1276	89	2000.7303
1731	presenile dementia	0.2057	0.5565	3	180	263	17	2004.4118
1732	presentation	0.5327	0.3737	3	428	734	47	2008.5532
1733	presymptomatic stage	0.6807	-0.2934	2	165	212	11	2011.2727
1734	pretangle	-0.3107	0.4083	3	281	424	32	2007.9375
1735	pretangle neuron	-0.4782	0.357	3	176	266	17	2004
1736	pretreatment	-0.7444	-0.1527	1	411	714	47	2005.0851
1737	prevalent form	0.0008	-0.3509	1	114	131	12	2012.6667
1738	primary cortical neuron	-0.819	-0.2994	1	177	244	18	2009.1667
1739	primary culture	-0.7831	-0.1989	1	287	446	27	2006.1111
1740	primary event	-0.4164	-0.22	1	113	125	15	2004.6667
1741	primary neuron	-0.7512	-0.1757	1	434	770	56	2011.25
1742	primary neuronal culture	-0.7202	-0.3106	1	193	257	18	2007.3333
1743	primary progressive aphasia	0.5576	0.4931	3	316	622	35	2009.4857
1744	principal component	-0.9276	0.375	4	188	273	16	1999.9375
1745	prion	-0.4542	0.1359	4	319	542	56	2011.8929
1746	prion disease	0.0171	0.2084	3	290	492	46	2009.2826
1747	prnp	0.4176	0.3991	3	142	177	13	2010.0769
1748	pro	-1.0384	0.0809	4	266	484	26	2002.9615
1749	pro inflammatory cytokine	-0.4716	-0.4162	1	107	119	13	2012.3077
1750	probability	0.7975	0.1952	2	210	286	18	2009.2222
1751	probable ad	1.1355	-0.232	2	530	1305	63	2006.3968
1752	probable alzheimer	0.9784	0.1755	2	289	480	26	2006.1538
1753	proband	0.2803	0.534	3	196	325	21	2007.3333
1754	procedure	0.4658	-0.1257	2	742	1841	112	2005.6071
1755	prodromal	0.9354	-0.0095	2	157	210	12	2011.1667
1756	prodromal ad	1.1685	-0.1861	2	264	470	19	2012.4211
1757	prodromal alzheimer	1.2494	-0.2156	2	196	321	15	2012.1333
1758	prodromal phase	1.4399	-0.242	2	145	229	11	2012.1818
1759	prodromal stage	0.8495	-0.2189	2	239	359	17	2011.5294
1760	prognosis	1.2826	-0.2097	2	327	678	38	2011.7105
1761	prognostic value	1.2384	-0.1808	2	177	263	11	2010.7273
1762	program	0.5337	-0.2206	2	383	732	45	2009.6
1763	progranulin	0.468	0.5082	3	232	461	27	2011.0741
1764	progressive aphasia	0.435	0.5262	3	167	257	14	2006.5
1765	progressive degeneration	-0.3785	-0.0592	1	101	113	10	2004.2
1766	progressive impairment	-0.3564	-0.4954	1	105	112	10	2009.2
1767	progressive neurodegeneration	-0.418	-0.5342	1	154	183	18	2008.6111
1768	progressive supranuclear palsy	-0.0037	0.5454	3	1053	4252	258	2004.5233
1769	proline	-1.0831	0.0786	4	485	1434	82	2001.9756
1770	promising biomarker	1.0057	-0.1639	2	152	223	11	2009.8182
1771	promising candidate	-0.099	-0.4721	1	206	253	15	2012
1772	promising result	-0.0598	-0.3831	1	189	231	21	2010.4762
1773	promising target	-0.5877	-0.4539	1	104	115	10	2013.1
1774	promising therapeutic target	-0.8476	-0.1371	1	163	228	17	2010.7647
1775	promote	-0.872	-0.1274	1	233	335	23	2009.7826
1776	promoter region	0.6552	0.5344	2	107	163	13	2009.9231
1777	promotion	-0.7762	-0.0586	4	211	268	18	2009.5
1778	pronase	-0.9028	0.4261	4	90	152	10	1991.9
1779	propensity	-0.8588	0.2154	4	280	432	32	2008.5625
1780	prospective study	1.0622	-0.1342	2	292	492	29	2006.5172
1781	protease	-0.6512	0.0526	4	508	901	73	2006.2466
1782	proteasome	-0.7007	0.0358	4	119	151	14	2008.2857
1783	protective effect	-0.5059	-0.4518	1	494	891	68	2010.5147
1784	protein concentration	0.948	-0.3969	2	306	582	38	2006.0526
1785	protein hyperphosphorylation	-0.5649	-0.4438	1	162	215	19	2010.6316
1786	protein kinase	-0.9932	-0.1284	4	900	3573	223	2004.1525
1787	protein kinase b	-0.7501	-0.5391	1	187	346	20	2008.95
1788	protein kinase c	-0.8357	-0.3133	1	298	514	34	2003.9118
1789	protein misfolding	-0.5783	0.0409	4	299	452	39	2011.641
1790	protein misfolding disease	-0.4558	0.1163	4	84	110	11	2011.3636
1791	protein phosphatase	-1.0129	-0.1837	4	788	3186	192	2007.1406
1792	protein phosphorylation	-0.6935	-0.3281	1	545	1047	77	2007.6494
1793	protein protein interaction	-0.7123	0.0254	4	130	169	14	2008.2857
1794	protein tau	-0.7042	0.2563	4	1476	6859	479	2004.1608
1795	proteinopathy	0.3492	0.4179	3	232	399	31	2011.4839
1796	proteolysis	-0.7688	0.2	4	604	1334	99	2002.7172
1797	proteolytic cleavage	-0.7744	0.0559	4	263	378	28	2006.4286
1798	proteolytic fragment	-0.4622	-0.2033	1	126	138	12	2005.6667
1799	proteolytic processing	-0.5352	-0.2374	1	155	188	16	2008.1875
1800	ps1	-0.4032	-0.2627	1	603	1232	100	2007.83
1801	ps2	-0.1545	-0.2098	1	247	371	31	2007.3871
1802	ps422	-0.716	0.1285	4	138	185	12	2011
1803	psd	-0.5617	-0.2878	1	182	221	18	2012.6667
1804	psen1	0.5595	0.44	3	431	806	52	2011.2308
1805	psen2	0.5744	0.4517	3	216	374	25	2011.72
1806	pseudophosphorylation	-0.9525	0.1701	4	129	191	11	2008.5455
1807	psp	-0.0414	0.5614	3	711	1987	122	2003.1967
1808	psp case	-0.1688	0.4961	3	114	173	15	2000.3333
1809	psychiatric disorder	1.3052	-0.3166	2	196	287	14	2007.6429
1810	psychological symptom	0.2583	-0.2251	1	165	209	13	2009.9231
1811	psychosis	0.335	0.2887	3	151	189	15	2008.4
1812	ptau	1.1479	0.0172	2	569	1363	78	2011.2436
1813	ptau181	1.4012	-0.0202	2	157	262	13	2011.7692
1814	publication	0.6738	-0.1558	2	245	349	24	2010.625
1815	purification	-0.7792	0.3567	4	198	271	22	2002.8636
1816	pyramidal cell	-0.3991	0.353	3	266	426	35	2004.2571
1817	pyramidal neuron	-0.4401	0.2563	3	510	998	77	2002.2987
1818	quality	0.4165	-0.2537	2	312	448	35	2010.2
1819	quantification	0.5256	0.0159	2	576	1288	83	2008.3855
1820	quantitation	0.1905	0.1875	2	180	238	18	2003.3889
1821	r406w	-0.5891	0.377	4	190	309	16	2005.8125
1822	r406w mutation	0.1797	0.5581	3	149	222	12	2007.25
1823	rabbit	-0.393	-0.0411	1	235	364	28	2003.7143
1824	radiotracer	0.5904	-0.0441	2	187	330	22	2012.6818
1825	rage	-0.328	-0.3475	1	164	241	19	2010.7368
1826	random coil	-0.9288	0.2733	4	107	200	11	2005.7273
1827	rapamycin	-0.5245	-0.1396	1	207	321	23	2012.1304
1828	rapid progression	1.2907	0.0643	2	155	214	11	2009.0909
1829	rat	-0.5901	-0.4789	1	936	2984	229	2008.441
1830	rat brain	-0.9024	-0.2898	1	472	973	63	2004.1587
1831	rat hippocampal neuron	-0.7536	-0.263	1	133	175	14	2005.5
1832	rat hippocampus	-0.7165	-0.3891	1	135	186	14	2005.5
1833	rat model	-0.5012	-0.5395	1	409	827	63	2011.6984
1834	rate	0.6807	-0.0262	2	1306	4935	272	2009.0331
1835	ratio	0.879	-0.2636	2	1364	6208	339	2009.6608
1836	react	-0.8334	0.5304	4	159	268	16	1995.1875
1837	reactivation	-0.8089	-0.0941	1	141	204	14	2005.1429
1838	reactive	-0.7735	0.4939	4	277	451	26	1999.1154
1839	reactive astrocyte	-0.368	0.1817	3	339	522	38	2005.3947
1840	reactive oxygen species	-0.5708	-0.3209	1	432	732	67	2010.3134
1841	reactivity	-0.775	0.4619	4	598	1332	83	2000.747
1842	receiver	1.4131	-0.1198	2	319	758	28	2010.75
1843	receiver operating characteristic	1.4372	-0.2631	2	147	243	10	2009.3
1844	recent discovery	0.0552	0.3473	3	122	168	13	2004.2308
1845	recent findings	0.5403	-0.0703	2	132	157	13	2010.9231
1846	receptor agonist	-0.3989	-0.5466	1	199	286	20	2010.15
1847	receptor antagonist	-0.1599	-0.4201	1	291	445	36	2010.5
1848	recombinant human tau	-0.9375	0.3977	4	174	244	14	2000.2143
1849	recombinant tau	-0.9102	0.3403	4	352	664	41	2002.878
1850	recommendation	0.7878	-0.2239	2	226	368	22	2010.0455
1851	reelin	-0.5061	-0.0495	1	101	131	12	2009.9167
1852	refinement	0.5075	-0.1862	2	192	283	14	2012.0714
1853	regional distribution	0.2048	0.4115	3	277	388	26	2005.7308
1854	registry	0.7881	0.2297	2	249	410	19	2009.7368
1855	regression analysis	1.2827	0.0324	2	318	598	30	2010.3
1856	regulation	-0.7628	-0.1866	1	1358	5515	431	2008.3643
1857	regulator	-0.7821	-0.1053	1	576	1160	88	2009.4545
1858	regulatory mechanism	-0.9111	-0.0558	4	222	317	21	2009.1905
1859	regulatory subunit	-0.9855	-0.0748	4	155	224	15	2005.6667
1860	related tauopathy	-0.8549	0.0636	4	344	663	50	2010.48
1861	reliability	0.7158	-0.21	2	321	534	31	2006.0323
1862	reliable biomarker	1.0475	-0.1978	2	184	291	15	2011.2667
1863	reliable marker	0.528	0.2142	3	190	265	15	2004.8667
1864	repeat	-0.7734	0.4286	4	721	2027	125	2004.232
1865	repeat domain	-0.941	0.2452	4	348	861	54	2006.6481
1866	repeat region	-0.9075	0.4141	4	222	387	24	1999.4167
1867	repeat tau	-0.3434	0.5161	3	348	606	34	2005.6765
1868	reproducibility	0.5381	-0.1138	2	157	201	12	2005.3333
1869	rescue	-0.4705	-0.372	1	277	391	31	2011.3871
1870	residue	-0.9288	0.1943	4	943	3411	219	2005.0137
1871	restoration	-0.5769	-0.3752	1	369	587	40	2010.425
1872	resveratrol	-0.5296	-0.422	1	104	132	12	2013.0833
1873	retinoic acid	-0.7813	-0.1677	1	134	176	11	2007.8182
1874	rho	0.7806	0.1088	2	137	169	10	2008.8
1875	ribbon	-0.6498	0.4592	4	157	255	17	2001.2353
1876	rigidity	0.324	0.4736	3	230	367	21	2008.0952
1877	rivastigmine	0.0137	-0.3977	1	261	455	25	2008.36
1878	roc	1.4356	-0.2616	2	145	226	10	2010
1879	rod	-0.5111	0.1562	3	173	246	17	2003.7059
1880	ros	-0.5868	-0.3183	1	228	339	29	2011.2759
1881	routine clinical practice	1.3431	-0.3378	2	156	251	11	2009.9091
1882	s396	-0.6986	-0.4384	1	128	164	11	2011.9091
1883	sad	-0.4847	-0.5272	1	249	389	33	2011.0606
1884	safety	0.1371	-0.3843	1	416	823	50	2010.78
1885	saitohin	0.6909	0.5753	3	79	136	11	2005.4545
1886	saline	-0.4078	-0.5175	1	301	456	28	2008.75
1887	samp8	-0.5281	-0.4381	1	114	147	16	2011.875
1888	sample	0.756	0.174	2	1469	7051	424	2008.3726
1889	sample size	1.1451	0.2324	2	315	715	30	2011.2
1890	sandwich elisa	1.2325	-0.3313	2	222	396	22	2004.8636
1891	sandwich enzyme	1.2301	0.2186	2	248	497	27	2004.037
1892	sappalpha	0.5646	-0.4622	2	240	377	22	2010.8182
1893	sappbeta	0.9284	-0.4623	2	176	317	17	2012.8235
1894	sarkosyl	-0.691	0.2366	4	109	135	11	2004.3636
1895	sarkosyl insoluble fraction	-0.4441	0.3772	3	140	175	12	2009
1896	sarkosyl insoluble tau	-0.3642	0.5195	3	218	319	20	2007.7
1897	scale	0.7433	-0.2566	2	662	1515	83	2008.2771
1898	scan	0.9853	0.1392	2	559	1224	57	2010.807
1899	sci	0.074	0.1222	4	279	452	23	2007.6522
1900	scjd	0.4744	0.3258	3	122	177	10	2012
1901	score	1.1131	0.0474	2	991	4749	244	2009.1557
1902	sds	-0.8132	0.4963	4	271	505	31	1995.9032
1903	sds page	-0.9274	0.4228	4	137	192	13	1999.3077
1904	secondary structure	-0.9068	0.276	4	151	223	16	2005.25
1905	secretase	-0.2603	-0.3096	1	843	1916	146	2010.2123
1906	secretase inhibitor	0.0661	-0.3913	1	336	552	38	2008
1907	section	-0.2718	0.4029	3	852	2226	165	2001.3152
1908	seed	-0.6611	0.1945	4	232	361	32	2012.3125
1909	selection	0.5075	-0.3037	2	497	929	55	2010.0545
1910	selective inhibitor	-0.6804	-0.3854	1	194	280	19	2006.0526
1911	selective vulnerability	-0.3178	0.2223	3	129	148	13	2007.3077
1912	self aggregation	-0.7888	0.1899	4	167	215	15	2008.5333
1913	self assemble	-1.0578	0.2957	4	130	281	17	2001.7647
1914	self assembly	-1.0448	0.219	4	285	638	38	2004.7368
1915	self association	-0.9388	0.2994	4	129	185	12	2002.9167
1916	semantic dementia	0.5469	0.504	3	279	631	34	2008.5882
1917	semantic memory	1.2035	0.1035	2	127	169	11	2009.4545
1918	senile plaque neurite	-0.6613	0.5773	4	127	221	14	1992.3571
1919	sensitivity	1.1263	-0.2861	2	1090	5664	285	2008.3544
1920	separation	1.0249	-0.2256	2	317	517	27	2005.963
1921	sequencing	0.0804	0.6073	3	367	608	39	2003.641
1922	sequestration	-1.0342	0.1793	4	307	507	31	2005.8387
1923	ser	-1.0673	0.0325	4	681	2160	130	2005.4692
1924	ser thr	-1.0253	0.0197	4	147	238	14	2007.5
1925	ser199	-1.0903	-0.1816	4	228	447	23	2006.4783
1926	ser202	-1.0945	-0.1585	4	345	716	35	2004.2857
1927	ser214	-1.112	-0.12	4	243	448	20	2004.95
1928	ser235	-1.1248	0.1283	4	229	382	18	2002.7778
1929	ser262	-1.0828	-0.0721	4	421	982	51	2006.4314
1930	ser396	-1.0485	-0.2074	4	472	1129	62	2007.4516
1931	ser396 ser404	-0.9967	-0.2818	1	144	213	12	2005.3333
1932	ser404	-1.1007	-0.1769	4	256	553	27	2005.3333
1933	ser9	-0.9332	-0.3999	1	187	322	19	2010
1934	serial section	-0.2508	0.4094	3	128	156	13	1999.4615
1935	serine	-0.9867	-0.0195	4	826	2509	157	2005.4459
1936	serum level	0.5674	-0.5563	2	179	252	19	2010.7895
1937	severe ad	0.5858	-0.194	2	205	288	18	2006.1111
1938	severe dementia	0.4632	0.0786	3	159	196	12	2009.5833
1939	severe neuronal loss	0.123	0.4545	3	124	162	12	2008.4167
1940	sex	1.086	0.2063	2	678	1863	98	2009
1941	sh sy5y	-0.8207	-0.2163	1	173	257	18	2008.1111
1942	sh sy5y cell	-0.7258	-0.2419	1	399	733	53	2009.8302
1943	sh sy5y neuroblastoma cell	-0.6576	-0.0958	1	223	307	20	2008.9
1944	sham	-0.4213	-0.5167	1	158	208	14	2008.5714
1945	sibling	0.2916	0.5404	3	171	234	14	2006.7857
1946	side effect	-0.0932	-0.3656	1	373	592	49	2010.2041
1947	signal transduction	-0.5245	-0.1737	1	237	343	33	2005.7879
1948	signal transduction pathway	-0.7716	-0.2808	1	186	297	23	2005
1949	signaling	-0.5427	-0.3166	1	806	1869	155	2010.7677
1950	significant association	0.9352	0.4164	2	407	865	56	2009.7857
1951	significant correlation	0.8749	-0.0172	2	574	1377	81	2006.4444
1952	significant difference	0.6643	0.0202	2	856	2419	145	2008.2552
1953	significant impairment	-0.3442	-0.4191	1	106	134	11	2011.5455
1954	significant improvement	-0.1894	-0.438	1	198	240	19	2010.7895
1955	significant inverse correlation	0.6823	-0.1192	2	116	151	11	2006.6364
1956	significant positive correlation	0.7621	-0.1675	2	199	289	19	2009.1579
1957	significant proportion	0.335	0.2267	3	117	144	10	2007.7
1958	silencing	-0.676	-0.3354	1	164	215	19	2012.2632
1959	silver	-0.243	0.4009	3	181	263	20	2004.5
1960	silver staining	-0.2452	0.3908	3	208	283	20	2003.75
1961	similar result	0.7839	-0.3329	2	351	536	30	2008.2
1962	single gene	-0.6374	0.2665	4	108	146	10	2002.9
1963	single nucleotide polymorphism	0.903	0.4671	2	371	1085	68	2010.9706
1964	single photon emission	0.7711	-0.0139	2	219	340	18	2009.3333
1965	sirna	-0.6915	-0.2593	1	113	145	13	2011.0769
1966	sirt1	-0.5377	-0.4107	1	83	103	10	2012.1
1967	sirtuin	-0.536	-0.4111	1	109	139	13	2011.6923
1968	site	-0.9394	0.0094	4	1499	8308	553	2005.1447
1969	situ	-0.9832	0.2507	4	154	195	14	2001.2857
1970	sleep	0.5699	-0.1927	2	153	198	15	2012.2667
1971	slice	-0.8946	-0.2499	1	263	436	34	2005.0588
1972	small amount	-0.6112	0.3281	4	156	183	13	2002.0769
1973	small molecule	-0.3336	-0.2507	1	247	335	29	2012.5517
1974	smi	-0.4426	0.4486	3	120	156	11	1997.1818
1975	snap	0.5548	0.1813	2	124	154	11	2008.3636
1976	snp	0.9219	0.4593	2	396	1222	73	2011.5753
1977	society	0.0162	-0.3449	1	227	329	33	2009.5152
1978	sod	-0.6426	-0.353	1	163	203	13	2008.3077
1979	sodium dodecyl sulfate	-0.8071	0.4968	4	127	175	11	1997.1818
1980	solanezumab	0.1116	-0.4146	1	135	200	13	2014
1981	solubility	-0.7115	0.0761	4	311	428	34	2007.5882
1982	soluble protein	-0.9047	0.2593	4	177	247	19	2006.2105
1983	soluble tau	-0.7401	0.3571	4	395	658	50	2005.24
1984	soma	-0.4092	0.3426	3	227	330	23	2006.8261
1985	somatodendritic compartment	-0.665	0.2202	4	231	315	25	2005.04
1986	somatostatin	-0.3185	0.426	3	125	177	15	2001
1987	sorl1	0.9755	0.4344	2	143	210	14	2012.7143
1988	spatial distribution	-0.6661	-0.0618	1	94	107	10	2003.7
1989	spatial learning	-0.4522	-0.4686	1	349	622	50	2012.06
1990	spatial memory	-0.3872	-0.442	1	328	509	43	2011.6744
1991	spatial memory deficit	-0.5051	-0.4656	1	164	225	19	2011.6842
1992	spatial memory impairment	-0.6028	-0.5023	1	133	185	12	2012.6667
1993	special attention	-0.1411	-0.4169	1	108	121	12	2009.75
1994	specific antibody	-0.6227	0.2336	4	572	1085	80	2005.2375
1995	specific biomarker	0.8017	-0.0378	2	255	417	23	2011.3478
1996	specific inhibitor	-0.8198	-0.2816	1	267	427	29	2007.0345
1997	specific marker	0.4772	0.045	2	329	502	30	2005.3
1998	specific monoclonal antibody	-0.6386	0.2906	4	178	236	18	2008.0556
1999	specific site	-0.9817	-0.2023	1	257	380	22	2006.8636
2000	specificity	1.0163	-0.2631	2	1277	6627	345	2007.542
2001	spect	0.8218	-0.0515	2	354	738	40	2007.675
2002	spectroscopy	-0.8751	0.28	4	465	925	64	2006.6094
2003	speed	0.6892	-0.0606	2	346	538	31	2010.4839
2004	spinal cord	-0.3968	0.2018	3	387	640	43	2005.9302
2005	spine	-0.4974	-0.1038	1	195	268	21	2010.9524
2006	splicing	-0.5155	0.2017	4	350	616	45	2008.8
2007	spongiosis	0.1423	0.491	3	158	220	13	2005.6154
2008	sporadic ad patient	0.6463	0.5538	3	114	141	11	2007.3636
2009	sporadic case	0.2552	0.4795	3	181	258	22	2006.0909
2010	sporadic creutzfeldt jakob disease	0.477	0.3241	3	119	189	12	2009.5833
2011	sporadic inclusion body myositis	-0.2436	0.1136	3	91	202	18	2002.1111
2012	sporadic tauopathy	-0.0309	0.6164	4	90	127	10	2007.1
2013	stabilization	-0.8026	0.0694	4	428	692	51	2008.2745
2014	stable mci	1.5067	-0.2337	2	217	496	22	2010.6364
2015	stain	-0.1332	0.4727	3	410	804	64	1999.8125
2016	staining	-0.3493	0.3468	3	931	2733	211	2002.5782
2017	standardization	1.1076	-0.3843	2	271	613	29	2011.1379
2018	statin	-0.0659	-0.4126	1	254	395	34	2006.6765
2019	statistical analysis	1.0126	0.1773	2	306	471	25	2008.4
2020	statistical significance	0.7593	0.4028	2	156	198	12	2009.0833
2021	status	0.9788	0.264	2	925	3015	174	2009.6782
2022	steady state level	-0.4219	-0.3789	1	128	163	12	2009.4167
2023	stem cell	-0.3532	-0.2956	1	256	367	36	2012.3611
2024	sth	0.6907	0.576	3	75	144	11	2004.7273
2025	straight filament	-0.9429	0.3547	4	390	983	57	1999.2807
2026	stratification	1.1431	0.2727	2	377	785	39	2010.5897
2027	streptozotocin	-0.4916	-0.555	1	257	564	38	2012.1053
2028	strong correlation	0.9796	-0.0142	2	184	263	13	2011.1538
2029	structural magnetic resonance imaging	1.3523	0.0701	2	198	377	16	2012.25
2030	structural mri	1.287	0.1049	2	200	347	15	2011.8
2031	structure activity relationship	-0.1418	-0.4107	1	117	142	13	2011.1538
2032	stz	-0.4883	-0.5576	1	223	461	29	2012.2759
2033	subcellular distribution	-0.5751	0.0853	1	116	153	12	2007.75
2034	subcellular localization	-0.6526	-0.0069	1	133	163	14	2007.6429
2035	subcortical area	0.3585	0.3757	3	149	166	11	2005
2036	subcortical nuclei	-0.161	0.4774	3	115	172	15	2000
2037	subcortical region	0.431	0.5458	3	140	160	10	2005.9
2038	subgroup	0.9175	0.165	2	774	2082	120	2008.375
2039	subiculum	-0.2648	0.3452	3	356	609	42	2003.6429
2040	subject	0.9217	0.0785	2	1532	10458	593	2008.8449
2041	subjective cognitive impairment	1.2791	-0.0379	2	194	372	17	2012.7647
2042	subjective memory complaint	1.3312	-0.0336	2	201	325	13	2010.0769
2043	subpopulation	-0.3736	0.2867	3	358	519	39	2003.0513
2044	substantia nigra	0.0229	0.4405	3	399	728	49	2006.0612
2045	subtype	0.444	0.3278	3	619	1158	75	2007.8
2046	subunit	-0.5448	0.1352	1	665	1370	102	2003.6863
2047	success	0.0889	-0.2804	1	353	533	43	2010.1163
2048	superoxide dismutase	-0.6613	-0.3546	1	275	405	27	2007.6296
2049	surgery	-0.1968	-0.5292	1	252	398	30	2012.0667
2050	surrogate marker	0.7426	-0.0586	2	222	336	19	2009.8421
2051	swe	-0.3708	-0.3697	1	228	355	28	2009.9643
2052	sweden	1.4227	-0.1355	2	236	406	16	2010.0625
2053	swedish mutation	-0.6047	-0.363	1	192	304	21	2008.6667
2054	symptom onset	0.8603	0.2081	2	241	407	18	2010.7778
2055	symptomatic relief	-0.0411	-0.3562	1	113	133	13	2010.2308
2056	symptomatic treatment	0.0891	-0.394	1	327	540	35	2007.3714
2057	synapsin	-0.6007	-0.1044	1	103	133	11	2011
2058	synaptic deficit	-0.4918	-0.2829	1	174	208	20	2012.7
2059	synaptic density	-0.3922	-0.2302	1	120	134	11	2009.5455
2060	synaptic failure	-0.4032	-0.1998	1	131	158	15	2010.4
2061	synaptic function	-0.4774	-0.3221	1	434	690	60	2011.6167
2062	synaptic impairment	-0.5231	-0.2741	1	117	148	13	2013.3077
2063	synaptic plasticity	-0.4997	-0.2904	1	645	1303	118	2010.6695
2064	synaptic transmission	-0.504	-0.2774	1	295	441	39	2011.1026
2065	synaptogenesis	-0.3338	-0.2902	1	98	120	10	2008.4
2066	synaptotoxicity	-0.4757	-0.261	1	131	158	15	2011.7333
2067	synthetic peptide	-0.8715	0.4699	4	305	602	37	1997.3243
2068	synucleinopathy	0.3577	0.4035	3	303	557	37	2010.7568
2069	systematic review	1.085	-0.246	2	124	181	11	2011.8182
2070	systemic inflammation	-0.3094	-0.4159	1	107	119	12	2014
2071	t allele	0.8975	0.4789	2	102	165	12	2007.9167
2072	t tau	1.3958	-0.1627	2	745	3713	166	2011.6084
2073	t2d	-0.432	-0.5814	1	100	161	11	2013.8182
2074	t2dm	-0.4535	-0.5668	1	239	386	27	2012.1111
2075	tacrine	0.0164	-0.4005	1	152	206	12	2005.1667
2076	tangle bearing neuron	-0.4812	0.3314	3	276	405	28	2003.1071
2077	tar dna binding protein	0.3849	0.5234	3	213	324	19	2010.7895
2078	tau abnormality	-0.2256	0.2378	3	149	181	15	2006.2
2079	tau aggregate	-0.5976	0.1457	4	527	964	77	2009.9481
2080	tau aggregation	-0.7888	0.1216	4	604	1173	92	2009.7826
2081	tau antibody	-0.6465	0.4909	4	461	834	51	2003.0588
2082	tau clearance	-0.7074	-0.0372	4	139	192	15	2013.0667
