id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. cit. impact>	score<Perc. JASIST>	score<Perc. JOI>	score<Perc. Scientometrics>	score<Perc. USA>	score<Perc. China>	score<Perc. Belgium>	score<Perc. Netherlands>	score<Perc. OA free to read>	score<Perc. OA green>	score<Perc. OA hybrid>
699	online survey	1.0445	0.4002	1	137	226	22	2012.1364	1.2502	0.9545	0	0.0455	0.4091	0.1364	0.0455	0	0.3182	0.2727	0.0455
700	ontology	0.8852	-0.2726	1	218	420	51	2011.3529	0.6273	0.8824	0.0196	0.098	0.4706	0.0784	0	0	0.2157	0.2157	0
701	open access	-0.6163	0.6053	2	300	587	63	2012.8254	1.5445	0.4603	0.1111	0.4286	0.2857	0.127	0	0.0317	0.3492	0.2857	0.0635
702	open access journal	-0.5774	0.6545	2	152	229	24	2011.9167	1.3054	0.4167	0.25	0.3333	0.4167	0.0417	0	0	0.25	0.25	0
703	opinion	0.852	-0.1351	1	334	686	73	2012.6164	1.2644	0.6027	0.0274	0.3699	0.3151	0.1644	0.0274	0.0959	0.2192	0.1644	0.0548
704	optimization	0.3649	-0.04	1	132	161	19	2012.3684	0.6217	0.3684	0.1053	0.5263	0.2632	0.2105	0	0	0.2632	0.2105	0.0526
705	original article	-1.0884	0.0222	3	134	175	14	2013.3571	0.7041	0.2143	0	0.7857	0	0.2143	0.0714	0	0.0714	0.0714	0
706	originality	0.2717	0.581	2	78	94	11	2013.3636	0.2732	0.5455	0	0.4545	0	0	0	0.0909	0.3636	0.3636	0
707	outlet	-0.7593	0.0578	3	145	188	19	2013.1053	1.2954	0.1579	0.1053	0.7368	0.2105	0.1053	0	0	0.1053	0.1053	0
708	output	-0.6349	-0.1295	3	739	2513	241	2012.3071	1.1477	0.1452	0.1577	0.6971	0.1203	0.1577	0.029	0.0954	0.2324	0.1992	0.0332
709	page	1.0895	0.0877	1	375	828	84	2011.5714	0.8891	0.6071	0.0833	0.3095	0.3571	0.131	0.0357	0.0595	0.2738	0.2619	0.0119
710	pagerank	0.1582	-0.0293	2	160	282	29	2013.0345	1.6218	0.4138	0.2759	0.3103	0.2759	0.2069	0	0.0345	0.3448	0.3448	0
711	pagerank algorithm	0.1742	-0.0115	2	91	141	14	2012.8571	1.7693	0.3571	0.5	0.1429	0.3571	0.3571	0	0	0.2143	0.2143	0
712	paper analysis	-0.5713	-0.0322	3	162	212	23	2012.6087	1.0095	0.0435	0.0435	0.913	0.0435	0.0435	0	0.087	0.3913	0.3913	0
713	paper analyze	-0.4489	0.2834	2	116	137	15	2013	0.5729	0.2	0.1333	0.6667	0.1333	0	0.1333	0.1333	0.2667	0.2667	0
714	paper study	-0.3667	0.3868	2	119	163	15	2011.8667	1.3003	0.0667	0.2667	0.6667	0.2	0.3333	0.0667	0	0.2667	0.2667	0
715	papers	-0.5583	-0.2507	3	195	272	25	2011.24	1.2874	0.44	0.16	0.4	0.08	0.28	0.08	0.16	0.44	0.4	0.04
716	paradigm	0.5391	-0.0389	1	237	370	48	2011.2708	0.662	0.5833	0	0.4167	0.2708	0.0833	0.0208	0.0417	0.1875	0.1458	0.0417
717	part ii	0.1708	0.1988	2	77	102	13	2010.2308	0.716	0.4615	0.1538	0.3846	0.4615	0.0769	0	0	0.2308	0.1538	0.0769
718	participant	1.2277	0.1386	1	465	1764	157	2011.7516	0.7696	0.8981	0.0127	0.0892	0.4395	0.0637	0.0127	0.0446	0.1783	0.1656	0.0127
719	partition	0.1071	0.3153	2	65	74	12	2012.4167	0.7028	0.25	0.3333	0.4167	0.4167	0	0.25	0	0.4167	0.4167	0
720	partner	-0.8183	-0.5757	3	305	698	56	2012.7321	1.0466	0.1071	0.0357	0.8571	0.0357	0.2857	0.0714	0.0536	0.1607	0.1429	0.0179
721	partnership	-0.7051	-0.565	3	143	208	19	2013.1579	0.5706	0.2632	0.0526	0.6842	0.1579	0.1053	0	0.0526	0.3158	0.3158	0
722	past decade	-0.6752	-0.3299	3	226	326	26	2012.5385	0.9307	0.3077	0.1154	0.5769	0.3077	0.4231	0	0	0.0769	0.0769	0
723	patent	-0.2442	-0.7941	4	568	2186	241	2011.7925	0.892	0.0622	0.1037	0.834	0.1328	0.1743	0.083	0.0664	0.1826	0.1743	0.0083
724	patent analysis	-0.2346	-0.8723	4	159	308	31	2012.3871	1.1973	0.0645	0.0645	0.871	0.129	0.3548	0.0645	0.0323	0.0968	0.0968	0
725	patent application	-0.2623	-0.8026	4	123	195	23	2012.1739	0.6301	0.0435	0	0.9565	0.0435	0.2174	0.0435	0.087	0.1304	0.1304	0
726	patent citation	-0.2342	-0.8114	4	174	346	43	2011.907	0.7668	0.1163	0.0465	0.8372	0.0233	0.2558	0.1163	0.0233	0.1163	0.093	0.0233
727	patent citation network	-0.0922	-0.6666	4	92	125	14	2013.1429	1.3314	0.0714	0.0714	0.8571	0.2857	0.2143	0.0714	0	0.2143	0.2143	0
728	patent data	-0.2467	-0.8279	4	197	385	40	2012.675	0.8898	0.075	0.1	0.825	0.125	0.25	0.05	0.025	0.15	0.15	0
729	patent document	-0.0169	-0.7676	4	106	152	16	2011.75	0.8066	0.125	0	0.875	0	0.125	0.25	0.125	0.3125	0.3125	0
730	patent value	-0.2211	-0.8097	4	48	68	10	2010.5	0.6691	0	0	1	0	0.1	0.2	0	0.1	0.1	0
731	patenting	-0.3005	-0.7929	4	190	379	37	2011.2973	0.7364	0.0541	0.027	0.9189	0.0811	0.1622	0.1081	0.1081	0.1892	0.1892	0
732	patenting activity	-0.3752	-0.835	4	127	220	21	2011.3333	1.0652	0.0476	0.1429	0.8095	0.0952	0.0952	0	0.0476	0.2381	0.2381	0
733	patient	0.9968	0.251	1	138	210	20	2012.35	0.6447	0.9	0	0.1	0.55	0.1	0	0.15	0.3	0.25	0.05
734	pca	0.0708	-0.1836	2	71	82	10	2012.3	0.6528	0.3	0	0.7	0.1	0.1	0	0	0.1	0.1	0
735	peak	-0.5303	0.3552	2	160	209	24	2012.875	1.7973	0.1667	0.2917	0.5417	0.125	0.125	0	0.1667	0.25	0.25	0
736	peer review	0.1466	0.5971	2	303	629	88	2012.3977	1.356	0.2614	0.1477	0.5909	0.0795	0.0909	0.0455	0.0568	0.3409	0.3068	0.0341
737	peer review process	0.2263	0.666	2	112	204	24	2011.7917	0.9701	0.2083	0.125	0.6667	0.1667	0	0.0417	0.0417	0.375	0.375	0
738	percentile	-0.34	0.6814	2	142	243	33	2013.3939	2.0291	0.2727	0.3939	0.3333	0.0303	0.0606	0.0909	0.303	0.6667	0.5455	0.1212
739	percentile rank	-0.3667	0.7177	2	73	104	13	2012.7692	1.721	0.5385	0.3077	0.1538	0.0769	0.2308	0.0769	0.5385	0.7692	0.6154	0.1538
740	perception	0.7865	0.3253	1	429	935	94	2011.5213	0.8289	0.6915	0.0426	0.266	0.3723	0.1064	0.0106	0.0638	0.2234	0.2128	0.0106
741	performance difference	-0.1595	0.0978	2	69	83	12	2011.6667	1.0824	0.4167	0.0833	0.5	0	0	0	0.3333	0.5833	0.5	0.0833
742	performance evaluation	-0.3068	0.0486	2	143	202	25	2013.08	1.0718	0.28	0.2	0.52	0.04	0.12	0	0	0.28	0.24	0.04
743	performance indicator	-0.3057	0.3322	2	213	317	33	2012.4242	1.1354	0.1212	0.1212	0.7576	0.0303	0.0303	0	0.2121	0.303	0.2121	0.0909
744	performance measure	-0.2803	0.1669	2	115	138	15	2012.6	0.9451	0.2	0.2667	0.5333	0	0.0667	0	0.0667	0.2667	0.2	0.0667
745	period	-0.5984	-0.1546	3	958	5308	539	2012.5176	1.0309	0.1707	0.1243	0.705	0.1354	0.1837	0.0427	0.0445	0.1929	0.1707	0.0223
746	periodical	-0.9736	0.214	3	118	146	13	2012.3846	1.5695	0.2308	0.1538	0.6154	0.0769	0	0.0769	0.0769	0.1538	0.1538	0
747	person	0.9918	0.1697	1	639	2113	208	2012.0144	0.8893	0.7212	0.0385	0.2404	0.4615	0.0962	0.0144	0.0288	0.2404	0.2163	0.024
748	personal information management	1.044	0.232	1	58	86	11	2010.7273	0.4506	1	0	0	0.5455	0	0	0	0.0909	0.0909	0
749	personalization	1.307	0.1988	1	67	109	11	2013.5455	0.7132	1	0	0	0.5455	0.1818	0	0	0.3636	0.2727	0.0909
750	pharmacology	-0.9935	0.1066	3	141	188	14	2012.9286	1.1375	0.2143	0.0714	0.7143	0	0.0714	0	0.0714	0.3571	0.3571	0
751	phd	-0.1003	0.0839	2	111	149	16	2013.125	0.4808	0	0	1	0.3125	0	0.0625	0.0625	0.3125	0.25	0.0625
752	philadelphia	-0.8619	0.3576	2	94	150	13	2009.9231	2.4509	0.6154	0.0769	0.3077	0.3077	0.3846	0	0.0769	0.2308	0.2308	0
753	phrase	0.4966	-0.5664	1	161	229	24	2011.7917	0.8579	0.6667	0	0.3333	0.4583	0.125	0	0	0.3333	0.2917	0.0417
754	physic	-0.6773	0.1497	2	421	934	105	2012.1048	1.2609	0.219	0.2095	0.5714	0.2571	0.1524	0.0286	0.0762	0.3619	0.3143	0.0476
755	physicist	-0.139	0.1736	2	125	167	20	2011.95	1.3188	0.2	0.4	0.4	0.15	0	0	0.1	0.35	0.35	0
756	physics	-0.8356	0.2233	2	286	484	47	2012.3404	1.3364	0.2766	0.1489	0.5745	0.1489	0.1277	0.0638	0.0213	0.2766	0.2553	0.0213
757	physiology	-0.9497	0.1261	2	120	170	13	2013.9231	1.2436	0.3077	0	0.6923	0.0769	0	0.0769	0	0	0	0
758	poland	-1.0604	-0.1395	3	120	162	13	2012.4615	1.1469	0.2308	0.0769	0.6923	0.0769	0.0769	0	0.0769	0.3846	0.3077	0.0769
759	polarity	0.941	-0.3619	1	95	160	14	2013.2857	0.8678	0.8571	0.0714	0.0714	0.2143	0.1429	0	0	0.2857	0.2857	0
760	policy implication	-0.5541	-0.4359	3	227	357	34	2012.3824	1.3193	0.2059	0.0588	0.7353	0.2353	0.3529	0	0.0882	0.2059	0.1765	0.0294
761	political science	-0.8126	0.1369	3	116	148	18	2012.3333	0.6538	0.2222	0	0.7778	0.1667	0.1111	0.1111	0.2222	0.3333	0.2778	0.0556
762	portal	0.9497	-0.0668	1	176	243	23	2012.4348	0.493	0.7391	0.087	0.1739	0.5652	0.1739	0.087	0	0.3913	0.3913	0
763	portion	1.0777	0.0001	1	170	230	21	2012	0.7703	0.619	0.0476	0.3333	0.381	0.0952	0	0	0.1905	0.1905	0
764	positive correlation	-0.6278	0.271	2	227	289	30	2012.8	1.2817	0.2667	0.2	0.5333	0.1333	0.1667	0.0667	0.1	0.2333	0.2	0.0333
765	positive effect	-0.2455	-0.4508	4	169	257	32	2012.4062	1.0413	0.2188	0.0938	0.6875	0.125	0.2188	0	0.0312	0.1562	0.1562	0
766	positive influence	-0.631	-0.6844	3	87	115	14	2012.5	0.866	0.0714	0.1429	0.7857	0	0.1429	0	0.1429	0.3571	0.2857	0.0714
767	positive relationship	-0.2935	-0.3311	4	129	164	21	2013.4762	0.7496	0.2857	0.0476	0.6667	0.2381	0.0476	0.0476	0	0.0952	0.0952	0
768	possible reason	-0.6143	0.0187	2	83	98	10	2013.4	0.7916	0.3	0.2	0.5	0.1	0.2	0.1	0	0.2	0.1	0.1
769	post	0.869	0.0298	1	182	288	30	2013.6	1.4019	0.7	0.0333	0.2667	0.4667	0.0667	0.0333	0.0333	0.2333	0.2	0.0333
770	power law	-0.2239	0.5017	2	203	343	42	2012.2381	1.5926	0.2143	0.4286	0.3571	0.2143	0.1429	0.0952	0.0238	0.4286	0.4048	0.0238
771	power law distribution	-0.1176	-0.1322	4	133	181	20	2013.45	1.5479	0.35	0.2	0.45	0.3	0.35	0	0	0.25	0.25	0
772	practical example	-0.0671	0.6734	2	52	65	10	2011.2	0.8947	0.3	0.4	0.3	0.1	0.3	0.7	0	0.2	0.2	0
773	practical implication	1.1052	0.3198	1	143	238	25	2012.2	0.8313	0.96	0	0.04	0.44	0.24	0	0.04	0.08	0.08	0
774	practitioner	0.5949	0.2835	1	229	361	39	2012.4359	0.7283	0.5385	0.1026	0.359	0.2821	0.1282	0.0513	0	0.2308	0.2308	0
775	pre	0.7376	0.4589	1	103	118	12	2012.0833	1.5489	0.5	0.0833	0.4167	0.0833	0	0.1667	0	0.25	0.25	0
776	precision	0.9259	-0.4799	1	378	966	94	2011.8617	1.0891	0.6702	0.0532	0.2766	0.2234	0.1383	0.0319	0.0638	0.2447	0.2021	0.0426
777	predictive power	-0.122	0.3511	2	89	95	12	2014.3333	0.718	0.3333	0.25	0.4167	0	0.0833	0	0	0.3333	0.3333	0
778	preferential attachment	-0.1392	-0.397	4	60	75	12	2013.0833	1.8363	0.4167	0.3333	0.25	0.4167	0.1667	0	0.25	0.5833	0.5833	0
779	prerequisite	-0.0824	-0.2546	4	83	89	11	2012.6364	0.4905	0.2727	0.2727	0.4545	0	0	0	0.0909	0.3636	0.3636	0
780	present article	0.4934	-0.11	1	111	133	16	2012.0625	0.4569	0.5625	0	0.4375	0.125	0.0625	0.0625	0.0625	0.125	0.125	0
781	present work	-0.2207	0.4173	2	109	159	18	2012.2778	0.9764	0.1667	0.2778	0.5556	0.1667	0.0556	0	0	0.2222	0.2222	0
782	presentation	0.849	0.3458	1	246	413	43	2012.0698	0.8219	0.6744	0.0698	0.2558	0.3256	0.0233	0.0465	0.0233	0.1628	0.1628	0
783	press	-0.0189	0.5889	2	94	115	16	2012.1875	0.6639	0.5	0.1875	0.3125	0.125	0	0.125	0.125	0.125	0.125	0
784	prestige	-0.3187	0.5246	2	274	484	61	2011.5082	1.2536	0.2131	0.2951	0.4918	0.1967	0.0492	0.0164	0.0492	0.3115	0.3115	0
785	previous work	0.3178	0.0454	1	199	274	30	2012.1333	0.953	0.6333	0.0333	0.3333	0.2333	0.1667	0.0667	0.0667	0.2667	0.2667	0
786	principal component analysis	-0.0879	-0.019	2	79	107	15	2012.1333	1.1137	0.2667	0.2	0.5333	0.2	0	0.0667	0	0.3333	0.3333	0
787	print	-0.5853	0.5235	2	99	113	14	2013.1429	1.0848	0.3571	0.1429	0.5	0.2143	0	0	0	0.5	0.5	0
788	prior research	1.0682	0.3023	1	77	92	10	2012.1	0.7844	0.8	0	0.2	0.4	0.2	0.1	0.1	0.4	0.4	0
789	privacy	0.8592	0.2981	1	166	257	30	2012.5667	0.938	0.9333	0	0.0667	0.6	0.0333	0	0.0333	0.1667	0.1	0.0667
790	private sector	-0.3779	-0.7744	4	100	129	11	2012.4545	0.9157	0.0909	0	0.9091	0.1818	0	0	0.0909	0.1818	0.1818	0
791	proceeding	-0.7349	0.3333	2	159	209	23	2012	0.9717	0.2174	0.1739	0.6087	0.2609	0.1304	0.2174	0.0435	0.1304	0.1304	0
792	processing	0.6889	-0.2125	1	254	409	44	2012.2045	0.7172	0.5227	0.0909	0.3864	0.2727	0.1136	0.0455	0.0682	0.1818	0.1364	0.0455
793	production	-0.7524	-0.1167	3	615	1904	190	2012.1368	0.9057	0.1579	0.1316	0.7105	0.1368	0.0789	0.0316	0.0684	0.2158	0.1947	0.0211
794	productive author	-0.9941	0.0121	3	154	216	18	2012.7222	1.3483	0.1111	0.1667	0.7222	0.1111	0.3333	0.0556	0	0.2778	0.2778	0
795	productive country	-1.1306	-0.4684	3	182	422	29	2012.8966	1.1321	0.069	0.069	0.8621	0.0345	0.6552	0	0	0.1379	0.1379	0
796	productive institution	-1.2801	-0.2836	3	170	316	18	2014.0556	1.6421	0.0556	0	0.9444	0	0.3333	0	0	0.1667	0.1667	0
797	productivity	-0.4789	-0.0334	3	658	2147	215	2012.4419	1.0535	0.1163	0.1349	0.7488	0.1814	0.0977	0.0279	0.0372	0.1907	0.1814	0.0093
798	professional	0.9635	0.0335	1	255	472	53	2011.7925	0.5387	0.7736	0.0377	0.1887	0.3774	0.0755	0	0.0943	0.283	0.2453	0.0377
799	professor	-0.3143	0.1755	2	277	503	55	2012.9636	0.9798	0.0727	0.1636	0.7636	0.2182	0.0182	0	0.0364	0.1636	0.1273	0.0364
800	prolific author	-1.0667	-0.4399	3	129	195	14	2013.9286	1.0126	0.0714	0.0714	0.8571	0.4286	0.3571	0.0714	0	0.0714	0.0714	0
801	proof	0.2559	0.4629	2	129	159	19	2012	0.5114	0.3158	0.1579	0.5263	0.2105	0.1053	0.2632	0	0.2632	0.2105	0.0526
802	propensity	-0.3659	-0.0364	3	187	262	26	2011.9231	1.0624	0.2308	0.1538	0.6154	0.2308	0.1154	0.0385	0	0.0769	0.0385	0.0385
803	proportion	-0.6739	0.225	2	500	1124	114	2012.307	1.1275	0.3333	0.0877	0.5789	0.1228	0.1754	0.0351	0.0614	0.2982	0.2807	0.0175
804	proposed method	0.516	-0.4924	1	90	113	10	2012.6	0.8464	0.4	0.4	0.2	0.1	0.2	0	0	0.1	0.1	0
805	protocol	0.8076	0.3759	1	120	151	18	2011.0556	0.8785	0.6111	0	0.3889	0.3333	0.1111	0	0	0.2222	0.0556	0.1667
806	prototype	1.216	-0.1532	1	131	191	17	2010.7059	0.3706	0.9412	0.0588	0	0.4706	0	0	0.0588	0.2941	0.2941	0
807	province	-0.5744	-0.3949	3	118	155	15	2012.3333	0.9404	0.1333	0.2	0.6667	0.1333	0.4	0.1333	0.0667	0.1333	0.1333	0
808	provision	0.9472	0.1915	1	136	207	19	2011.4737	0.7194	0.7895	0	0.2105	0.3158	0.1053	0	0.0526	0.2632	0.2105	0.0526
809	public health	-0.6219	-0.2356	3	134	177	14	2013.0714	0.9353	0.2143	0	0.7857	0.1429	0.1429	0	0	0.3571	0.3571	0
810	public library	0.0232	-0.1463	4	84	90	13	2010.6923	0.5781	0.7692	0	0.2308	0.5385	0.0769	0.0769	0	0	0	0
811	publication activity	-0.8849	-0.3663	3	211	348	32	2012.4688	0.747	0.0312	0.0625	0.9062	0.125	0.3438	0.1562	0.0312	0.125	0.0938	0.0312
812	publication count	-0.4351	0.0939	2	131	175	15	2012.6	1.4561	0.1333	0.0667	0.8	0.3333	0.0667	0.0667	0.0667	0.2667	0.2667	0
813	publication data	-0.4793	-0.26	3	203	318	31	2012.9355	1.4904	0.129	0.1613	0.7097	0.1935	0.0968	0	0.129	0.1935	0.1613	0.0323
814	publication outlet	-0.467	-0.0732	3	91	109	12	2012.75	0.6124	0.0833	0.0833	0.8333	0.0833	0.1667	0	0.0833	0.1667	0.0833	0.0833
815	publication output	-0.9562	-0.1191	3	382	942	80	2011.8125	1.4143	0.1	0.1	0.8	0.0375	0.2875	0.075	0.0875	0.2375	0.2125	0.025
816	publication pattern	-0.915	-0.1347	3	211	374	33	2011.7576	1.2502	0.0909	0.0909	0.8182	0.0909	0.2727	0.0909	0.0303	0.2424	0.2424	0
817	publication trend	-0.7269	-0.2795	3	114	152	12	2013.1667	0.5084	0.0833	0	0.9167	0.0833	0.25	0	0	0	0	0
818	publication type	-0.8479	0.1055	3	98	146	14	2013.6429	1.1623	0.1429	0.0714	0.7857	0.0714	0.2143	0.1429	0.0714	0.2143	0.2143	0
819	publication year	-0.4497	0.5019	2	212	329	37	2013.6216	2.3436	0.3243	0.1892	0.4865	0.0811	0.0811	0.0541	0.0811	0.3784	0.3784	0
820	publications	-0.9348	0.1936	3	144	182	18	2012.6111	1.2062	0.4444	0.1111	0.4444	0	0.0556	0	0.1111	0.2778	0.2778	0
821	publisher	-0.6481	0.6018	2	296	565	57	2012.7719	1.3486	0.386	0.1579	0.4561	0.193	0.0702	0.0526	0.0877	0.3684	0.3158	0.0526
822	publishing	-0.6414	0.2293	2	445	978	101	2012.5644	1.2922	0.3069	0.0792	0.6139	0.2574	0.1683	0.0891	0.0396	0.2079	0.1782	0.0297
823	publishing journal	-0.8013	0.5626	2	75	98	12	2013.6667	1.6347	0.1667	0.4167	0.4167	0	0	0	0	0.0833	0.0833	0
824	qualitative analysis	0.2821	-0.0464	4	142	186	16	2012.375	0.8582	0.625	0	0.375	0.3125	0.125	0	0.125	0.1875	0.125	0.0625
825	qualitative data	0.6803	0.4609	1	92	112	11	2013.0909	0.6665	0.6364	0.0909	0.2727	0.3636	0.0909	0	0.0909	0.3636	0.2727	0.0909
826	qualitative study	0.9754	0.2204	1	95	123	15	2012.6667	0.355	0.8	0.0667	0.1333	0.7333	0	0	0.0667	0.2	0.2	0
827	quantitative data	0.6225	0.4911	1	109	128	13	2011.3846	0.832	0.3846	0.0769	0.5385	0.2308	0.0769	0	0.1538	0.1538	0.1538	0
828	quantitative indicator	-0.5137	0.0769	2	100	116	13	2012.3077	1.3427	0.1538	0.4615	0.3846	0.0769	0.0769	0.0769	0.0769	0.5385	0.5385	0
829	quantitative method	-0.0373	-0.5374	4	105	134	16	2011.8125	1.1954	0.1875	0.125	0.6875	0.1875	0.1875	0	0.125	0.375	0.375	0
830	quartile	-0.5295	0.6409	2	133	194	19	2013.1579	1.2464	0.1053	0.0526	0.8421	0	0.1579	0	0.1053	0.3158	0.3158	0
831	query	1.2097	-0.331	1	419	1639	157	2010.8981	0.6275	0.8854	0.0127	0.1019	0.3248	0.1146	0.0064	0.0573	0.2803	0.2611	0.0191
832	query expansion	1.1301	-0.4737	1	92	168	16	2012.9375	0.3631	0.875	0	0.125	0.0625	0.25	0	0	0.3125	0.3125	0
833	query term	1.1512	-0.4708	1	96	175	16	2011.3125	0.4783	1	0	0	0.6875	0.1875	0	0	0.3125	0.25	0.0625
834	questionnaire	0.9181	0.3812	1	274	548	51	2011.2353	0.7951	0.6863	0.0196	0.2941	0.2941	0.0196	0.0196	0.0588	0.1176	0.0784	0.0392
835	r & d	-0.4207	-0.7112	4	262	520	49	2011.898	0.8636	0.0612	0.1837	0.7551	0.1633	0.2041	0.0204	0.102	0.1837	0.1633	0.0204
836	r index	-0.1126	0.6836	2	63	100	13	2010.8462	0.9111	0.2308	0.3846	0.3846	0	0.3077	0.6154	0	0.0769	0.0769	0
837	random sample	0.4907	0.352	1	165	217	24	2011.6667	1.2382	0.375	0.125	0.5	0.3333	0	0	0.0833	0.3333	0.2917	0.0417
838	ranking	-0.2182	0.3441	2	744	2740	315	2012.2698	1.2293	0.2571	0.2127	0.5302	0.1524	0.1016	0.054	0.0857	0.3175	0.2921	0.0254
839	ranking list	-0.176	0.2326	2	119	157	15	2014.2	1.4255	0.2667	0.4	0.3333	0.2	0.2	0	0	0.1333	0.1333	0
840	rapid development	0.3918	-0.6308	1	153	196	15	2012.9333	0.9092	0.5333	0	0.4667	0.4	0.6	0	0.0667	0.2	0.2	0
841	rapid growth	0.1968	-0.7557	4	151	207	17	2011.5882	0.8666	0.4706	0.0588	0.4706	0.3529	0.3529	0	0	0.1765	0.1765	0
842	rapid increase	-0.8112	-0.4955	3	107	135	11	2013.2727	1.0734	0.2727	0	0.7273	0.3636	0.2727	0.0909	0	0.0909	0.0909	0
843	rationale	0.6449	0.3265	1	136	177	22	2012.3182	1.0035	0.5455	0.1364	0.3182	0.2727	0	0.1364	0.1364	0.1364	0.0909	0.0455
844	reader	0.3711	0.494	2	343	662	70	2012.7714	1.2674	0.6857	0.1286	0.1857	0.2143	0.0714	0	0.0286	0.2429	0.2286	0.0143
845	readership	-0.3105	0.8239	2	151	232	24	2013.7083	2.9009	0.4583	0.2083	0.3333	0.2083	0.0833	0.0417	0.0417	0.2917	0.2917	0
846	reading	0.3307	0.4783	2	138	175	19	2012	0.911	0.8421	0	0.1579	0.4737	0.0526	0	0.1053	0.2105	0.2105	0
847	reality	0.9931	0.1041	1	80	101	15	2011.0667	0.4934	0.7333	0.1333	0.1333	0.3333	0	0	0.0667	0.2	0.2	0
848	recall	0.9521	-0.4688	1	313	704	66	2011.197	0.9716	0.7273	0.0303	0.2424	0.303	0.1515	0.0455	0.1061	0.2424	0.2121	0.0303
849	recent decade	-0.7078	-0.2061	3	75	85	11	2012.1818	0.4891	0.3636	0.0909	0.5455	0.4545	0.0909	0.0909	0.1818	0.1818	0.1818	0
850	recent paper	-0.1915	0.6637	2	87	98	13	2012.2308	0.6424	0.2308	0.3077	0.4615	0.3846	0.2308	0	0.2308	0.1538	0.1538	0
851	reception	0.049	0.6209	2	97	109	13	2011.6923	0.7283	0.4615	0.0769	0.4615	0.0769	0.0769	0	0.1538	0.3077	0.2308	0.0769
852	recommendation	0.5798	0.3496	1	430	871	91	2012.5934	1.3415	0.6044	0.0769	0.3187	0.3077	0.0659	0.022	0.0769	0.3297	0.3077	0.022
853	redundancy	0.5514	-0.2084	1	92	115	13	2012.1538	1.2207	0.4615	0.1538	0.3846	0.1538	0.3077	0	0.3077	0.2308	0.1538	0.0769
854	referee	0.2402	0.6642	2	64	132	15	2012.2	0.7857	0.5333	0.0667	0.4	0.0667	0.1333	0	0.0667	0.1333	0.1333	0
855	reference list	-0.5413	0.6671	2	101	126	15	2011.3333	2.358	0.4667	0.1333	0.4	0.2667	0.1333	0.0667	0.2667	0.5333	0.5333	0
856	refinement	0.5296	-0.1588	1	124	157	18	2014.0556	0.9269	0.3889	0.1667	0.4444	0.3333	0.2222	0.1111	0.0556	0.3889	0.3889	0
857	region	-0.7162	-0.5254	3	554	1652	153	2012.1634	0.9122	0.1438	0.098	0.7582	0.1307	0.2092	0.0588	0.0784	0.2222	0.2026	0.0196
858	regional level	-0.4797	-0.4123	3	86	118	13	2013.8462	0.5484	0.2308	0.0769	0.6923	0	0	0	0.1538	0.4615	0.3846	0.0769
859	rejection	0.2443	0.6583	2	100	184	20	2012.4	0.8904	0.15	0.15	0.7	0.15	0	0.05	0.1	0.45	0.45	0
860	relatedness	0.3457	-0.5446	4	218	326	33	2011.697	0.6258	0.3636	0.0909	0.5455	0.2424	0.2727	0.0909	0.0606	0.1818	0.1818	0
861	relative impact	-0.6475	0.3704	2	108	132	14	2011.8571	1.2824	0.2143	0.1429	0.6429	0	0.0714	0.0714	0.0714	0.1429	0.0714	0.0714
862	relative performance	-0.3262	0.6026	2	106	124	12	2011.6667	0.921	0.3333	0.3333	0.3333	0.1667	0	0.0833	0	0.3333	0.3333	0
863	relevance	0.7737	-0.0939	1	545	1349	135	2011.9926	0.8085	0.6148	0.0444	0.3407	0.3037	0.1037	0.037	0.0519	0.2815	0.2667	0.0148
864	relevance judgment	1.2452	-0.264	1	89	163	15	2010.4	0.4704	0.9333	0.0667	0	0.4	0.2	0	0	0.2667	0.2667	0
865	relevant document	1.2087	-0.4379	1	110	195	17	2011.4706	0.5218	0.8824	0	0.1176	0.2941	0.1765	0	0.0588	0.3529	0.3529	0
866	relevant information	0.8435	-0.4826	1	122	164	16	2012.8125	0.347	0.75	0.125	0.125	0.1875	0.25	0	0	0.375	0.25	0.125
867	relevant literature	0.3399	-0.4569	4	85	94	11	2012.3636	1.3007	0.4545	0.0909	0.4545	0.2727	0.0909	0	0.1818	0.0909	0.0909	0
868	reply	0.1914	0.5172	2	67	83	13	2012.4615	0.8877	0.2308	0.0769	0.6923	0.2308	0.1538	0.0769	0.3846	0.2308	0.1538	0.0769
869	republic	-1.0745	-0.1377	3	169	293	24	2012	1.0122	0	0	1	0.125	0.2083	0	0.125	0.25	0.25	0
870	requirement	0.613	0.0608	1	339	559	57	2011.8246	0.8884	0.6667	0.0702	0.2632	0.3333	0.1053	0.0877	0.1404	0.2632	0.2281	0.0351
871	research activity	-0.4918	-0.2055	3	367	704	69	2012.0435	0.9531	0.1449	0.058	0.7971	0.0725	0.1304	0.029	0.029	0.2174	0.2174	0
872	research assessment	-0.3049	0.2679	2	211	365	43	2013.0465	1.6418	0.1628	0.1163	0.7209	0	0.0233	0.0698	0.1395	0.186	0.186	0
873	research collaboration	-0.7833	-0.4383	3	305	634	64	2012.875	1.1443	0.0625	0.0938	0.8438	0.1406	0.125	0.0156	0.0625	0.1094	0.0781	0.0312
